"X","Weight"
1,66.3371021795684
2,56.6815848061756
3,51.4043423661422
4,45.469868854239
5,54.6339823228101
6,49.1586322231951
7,56.1353957629197
8,55.1884903298116
9,26.5614808236388
10,55.7961472300367
11,42.9351353345085
12,63.5264983044249
13,46.8461801244349
14,57.0157053697572
15,49.2842689626406
16,55.2642860434757
17,65.1741084120553
18,65.5854263488077
19,51.1588376461522
20,35.0056278850844
21,34.6667777096707
22,48.7646436426079
23,39.6823140100912
24,43.724089621807
25,62.376570514099
26,50.1195711458522
27,41.709259503699
28,48.624568398578
29,45.1317623994771
30,45.4088730344623
31,37.4793591162927
32,59.3852295426651
33,59.8749894940188
34,52.6338742918768
35,48.6033044346113
36,43.8498738115892
37,51.3228233793478
38,40.516700030431
39,48.0027033959572
40,36.5580449930755
41,56.9986301907428
42,62.1404662602928
43,49.8460748175752
44,74.6601223384413
45,30.4280229732395
46,48.2358158799385
47,58.4371539107226
48,61.2501685963352
49,44.1065170610239
50,68.2199571640725
51,44.3098402071809
52,70.6352783942839
53,48.6574914342112
54,48.213060203773
55,64.4433512326093
56,57.9921881362319
57,45.8336353422822
58,59.3191746978828
59,39.5525758949386
60,45.6072879922313
61,43.5713325427698
62,52.9635741753093
63,55.9536181861872
64,44.7049998073286
65,53.0491959221016
66,47.8527892163881
67,34.6993010963733
68,64.49527616242
69,54.5845214001704
70,61.1757629341137
71,73.8491427546914
72,44.5092278882369
73,64.6977710056511
74,29.9632565987978
75,44.3362848165684
76,38.0017275014513
77,63.7589754633376
78,57.655294075446
79,50.5797591481214
80,35.6159108921933
81,46.0881888243823
82,56.0972430222771
83,71.4175349960414
84,39.8318411482307
85,28.7209443813074
86,67.377625212612
87,49.5888200348069
88,55.4213851767334
89,42.4949000280105
90,53.682364154885
91,45.6201222084466
92,56.5333422193978
93,63.7768606330698
94,56.3489354562891
95,46.5511985480033
96,51.5661214882786
97,73.8248789455556
98,40.2425698268972
99,71.6500939725569
100,28.6435694460464
101,51.8837013377681
102,50.3429000972464
103,65.5188156936305
104,52.2698593425311
105,63.4056394105144
106,52.4823890649993
107,51.9558498825265
108,62.1381697334214
109,43.4547833409247
110,62.4035046709244
111,55.8944384731006
112,55.1016045592859
113,45.2639213823491
114,44.8189534311249
115,54.2599964503284
116,45.7659020060774
117,21.6951395316998
118,59.9614269898335
119,50.5341971400202
120,45.636219044285
121,53.570559883645
122,68.7181841845145
123,57.0488187227654
124,40.8684689186329
125,43.0447764373993
126,53.3109914127759
127,36.0264723434991
128,33.288754142001
129,53.1992370043339
130,58.1993389073812
131,46.3182938705971
132,54.2340114418619
133,35.7559831003382
134,56.0925227592341
135,43.9255212484823
136,64.781350964057
137,50.0092242511825
138,59.6676580477146
139,64.8124742291952
140,52.3999377707872
141,38.7765998179929
142,51.0974067722292
143,72.3871859028525
144,54.5858367317411
145,42.5115044493547
146,42.8856984663202
147,49.4657403647964
148,46.0449035727304
149,48.1027793536294
150,52.2841848752083
151,35.925123407894
152,52.6437461924625
153,56.5491194868199
154,47.1016022276192
155,53.8339569997799
156,71.6512821044825
157,64.9851385020872
158,47.0036066216486
159,55.120345991667
160,53.2362842950882
161,75.6194121195171
162,44.7522610433208
163,61.96060001221
164,45.4335725765216
165,62.1017208843463
166,68.2611967170823
167,61.8724508148339
168,60.0596120142773
169,78.2489756386991
170,57.3386106176058
171,39.5415419549491
172,49.5431415283619
173,65.3230141634094
174,35.5953567081182
175,60.8401479461338
176,42.9298967621011
177,45.2044777453065
178,53.8606034752167
179,36.5789360188871
180,52.9580317153949
181,48.3508793895739
182,70.2664972041916
183,58.8536984439967
184,46.6541359993407
185,32.1499801279293
186,64.8094304148685
187,44.7852084113406
188,52.9537912952472
189,46.5063306287334
190,35.1696356519415
191,54.4595912396783
192,72.1041941950539
193,44.0379567859861
194,44.1560141481431
195,36.5461332149019
196,70.9246833675001
197,38.9005422265214
198,57.137527147857
199,70.2932910528148
200,50.0792815231332
201,52.1280356695623
202,47.1654210812854
203,55.9222395641838
204,60.0479145570037
205,42.716739301534
206,60.8968028603714
207,60.1274173228667
208,47.6238663112427
209,36.8029351418809
210,52.2703763131155
211,44.8413501541601
212,66.4322633971983
213,37.6119144364596
214,66.1279906921566
215,58.0615381766266
216,67.1647481122432
217,47.849591202599
218,42.4164536668727
219,39.1143928213692
220,49.5898955082694
221,48.2883551495067
222,51.3839683609553
223,49.9462197959873
224,55.8541892988152
225,65.3034807822316
226,60.5687390168271
227,40.2113680749687
228,66.9211635954995
229,61.0518946610464
230,58.9749594982986
231,42.5770998813782
232,41.441819446834
233,54.6684206229314
234,28.8315848731324
235,48.5861780123535
236,57.1546882151129
237,62.1712177154063
238,48.1041724262192
239,78.4240450266816
240,52.2096367260297
241,49.9702575017648
242,62.1704630754346
243,45.6737672682121
244,68.2718266022815
245,48.7608205777509
246,57.4975265939065
247,54.5916213457588
248,57.4457996253526
249,52.6509630213549
250,39.7681584011038
251,53.5939891542509
252,39.8949662664511
253,53.6670290873284
254,58.6329598185577
255,51.9112029313418
256,41.3477329673736
257,49.6308805300394
258,58.0808777270661
259,50.1800000446977
260,61.0456416386953
261,59.7747319241453
262,72.2455464867149
263,58.4788067441336
264,44.5462866530097
265,47.6370773259589
266,42.5354410477537
267,52.3819445714928
268,50.880664052845
269,43.5753492977934
270,53.4373435146766
271,61.079514859395
272,27.5278719272008
273,52.3367767806572
274,67.5664062805033
275,49.8429566518809
276,40.5527218883886
277,77.5527336329086
278,49.1777100126968
279,34.3671103061705
280,47.581702816631
281,43.2105940995198
282,60.9296017940863
283,61.1688884328324
284,59.7906764894496
285,54.957841146131
286,52.7318860496995
287,50.3867582740063
288,47.5556266292083
289,39.3538908662605
290,56.1164367441801
291,51.2383205119301
292,71.0003754646027
293,58.7332391898422
294,50.9426686075672
295,65.5194750772023
296,70.5127672370506
297,82.6650731126183
298,46.083269128593
299,51.5767475032853
300,52.9805246414635
301,36.1155242802361
302,51.9530393894901
303,49.0357684195404
304,60.8504322098836
305,47.4118878534545
306,56.8288754034011
307,56.7764840367503
308,57.4106497501544
309,72.2710473713155
310,53.6716269323502
311,55.5710418310367
312,59.3147912688737
313,47.6854552061768
314,56.1298212732732
315,54.1763432461313
316,54.2488803049322
317,54.6805434533002
318,57.0688672741603
319,41.0212748950734
320,46.6465175279309
321,49.6374714781534
322,40.0557009171279
323,52.2172402029768
324,47.5205135748022
325,40.6850461571945
326,48.4355515067778
327,55.3282633547476
328,60.7577494213098
329,64.0629973603519
330,41.9758114767606
331,37.6947788243041
332,61.2653588724361
333,55.51227907887
334,58.3477152034673
335,52.8164930721053
336,48.4638589305383
337,51.533574715331
338,57.7741538676946
339,32.3218320711346
340,61.1237548589263
341,55.9736149061241
342,54.7207504456219
343,44.1483661772998
344,52.4436956384867
345,56.8125207217523
346,36.5058910112071
347,58.9403698730729
348,60.8885754631525
349,54.6438493732536
350,58.48133403666
351,43.3949973883947
352,49.8075819667013
353,50.3695650738107
354,52.1202475627518
355,43.9479162061416
356,69.6256118236923
357,36.2525972393717
358,35.4165055790016
359,55.5486848171169
360,34.6646689298971
361,62.0792157698537
362,47.0230140478559
363,43.6113688463201
364,58.5414884022764
365,49.3792677954167
366,40.6932274839062
367,57.4596667460688
368,51.3789727881204
369,46.0046631083849
370,37.1530079324157
371,52.8176489077277
372,59.2676976343711
373,58.9001565227879
374,52.3638141340879
375,51.4617428992158
376,65.9240436638447
377,55.154344743742
378,79.5385880483458
379,59.3435154918938
380,58.0029492097144
381,46.114759074278
382,52.9992598177996
383,33.968872819432
384,47.2693013568923
385,34.7270149636031
386,39.6022419482107
387,50.2401795226784
388,64.5860078643617
389,82.5001260299564
390,45.3764585519911
391,79.1107429946874
392,76.1348256921595
393,51.9909230309608
394,38.7316877243221
395,49.2771793147475
396,62.6659478270898
397,41.2048264605814
398,61.6724434730998
399,49.689491808714
400,57.9460634938228
401,51.8705421948521
402,65.7299873692648
403,60.659021954263
404,54.8558759220929
405,49.3014953337653
406,52.0022140348359
407,64.9554749553038
408,49.9035207918006
409,47.8794671181584
410,46.1221906164471
411,34.0916456371302
412,48.9622380085741
413,66.3857690611574
414,51.7276049099014
415,58.5583958485349
416,46.5115772287606
417,58.1940379400088
418,39.469037382299
419,60.4423052721444
420,32.7261556609337
421,49.981389044773
422,54.3842497997709
423,52.7736596169941
424,51.4098943225005
425,43.6518779086561
426,54.3129887418906
427,59.0845889422571
428,40.615656397523
429,77.2099656436659
430,54.7068343139043
431,38.8912586166643
432,43.7738044203275
433,50.5150062690227
434,43.0049402301462
435,40.3191716970855
436,41.7549516015766
437,66.4700133356848
438,72.239292854188
439,44.4157824049208
440,49.145519602187
441,25.3229073517117
442,45.7139312243518
443,38.6583149965078
444,39.9352379744646
445,50.2978718143229
446,60.2835900266463
447,57.0007567904307
448,72.9736587592306
449,46.4483094033787
450,42.2568752706237
451,39.7786907545117
452,49.4255493753284
453,52.889654725317
454,48.7408188717668
455,49.8074541397177
456,49.4808585302853
457,52.279109015019
458,44.8922096118058
459,38.8397549216292
460,48.2472361135937
461,50.0745517500336
462,44.1126781391017
463,46.7620874708632
464,50.2672429022116
465,47.6893850303629
466,47.4079945411774
467,48.5831397079697
468,45.2182135353537
469,47.9583963680398
470,49.5637456096322
471,41.7049724849726
472,56.1749220463739
473,51.0756380975576
474,40.9243214676164
475,66.3952166734328
476,62.8912895268045
477,54.879681926632
478,52.3840258473279
479,64.8782193738607
480,39.3398808476705
481,49.9246825747869
482,54.3588270520491
483,61.4437352232616
484,65.719935881509
485,47.3939069873775
486,68.4069843382415
487,52.1921643586232
488,49.6695279394173
489,45.1645590855921
490,40.1154129711236
491,66.352122666313
492,43.2623086026018
493,41.1122030912208
494,64.7851079417258
495,58.4076456347197
496,52.0879484441441
497,44.933169544668
498,56.2059711514509
499,39.9884130271911
500,41.2617202778121
501,40.0246273311942
502,49.2243018636262
503,36.4044340284414
504,45.8438629909733
505,47.3876133545657
506,54.3601383638609
507,66.8447932833471
508,49.088174093664
509,55.5217206367346
510,56.9596503101716
511,46.2174251618065
512,54.3300040693462
513,42.011191698872
514,56.2481689122312
515,50.0222643600357
516,50.675930412506
517,46.1173508595216
518,66.3448441293705
519,57.2795792145834
520,33.0311839315526
521,49.3558091897954
522,48.892119101939
523,57.2666866091757
524,60.1544781487739
525,55.2417428064032
526,42.7007882192712
527,50.2958242947478
528,37.0367202320248
529,45.0949684216977
530,52.1141671807748
531,56.7408782464022
532,32.880124601675
533,46.5535438875756
534,66.3651135890098
535,58.4233290920008
536,35.8164763997509
537,62.8518137771862
538,34.1867585292847
539,47.3716642966964
540,53.9242195268426
541,38.5874745520293
542,50.6842257305004
543,50.6868139788306
544,53.1663211443132
545,64.3944928851901
546,44.0148684160451
547,41.7471992993751
548,54.9233440775118
549,60.1291193659024
550,59.7579597084755
551,44.3559510319333
552,56.4128402261153
553,48.210298425784
554,44.4958205927827
555,71.3974555637634
556,56.3457468766734
557,62.4083786030102
558,54.0595615608102
559,55.6482348921479
560,41.2432634051784
561,40.2870612145685
562,51.9970753595274
563,52.9185235910098
564,51.6693788931738
565,44.0161496798692
566,52.7539278167155
567,51.9761214418311
568,48.8499068471653
569,57.7915460238251
570,48.157770256031
571,45.7321977256191
572,52.3629219453501
573,51.0898809375127
574,39.287531130333
575,68.4135849166332
576,50.905591766999
577,50.4812849208349
578,48.435400417488
579,44.6479749404031
580,67.8167440212907
581,56.3743222954041
582,47.5700418339463
583,61.6663371255489
584,46.6849542590547
585,41.6546654541167
586,43.0174057829566
587,48.6926097024954
588,50.4255686375782
589,52.1040923642882
590,67.3566387414697
591,40.0829639005799
592,42.4410401367273
593,51.2100071255728
594,52.2033262145217
595,43.204048346679
596,43.60087875848
597,75.025152587411
598,59.5667887891026
599,59.8104740148374
600,51.5478260289253
601,42.4864285429822
602,51.9892877651723
603,58.0264974338077
604,48.7388657031109
605,50.2738541536249
606,44.2616941580806
607,43.7550340752217
608,59.3031553247247
609,57.428094696772
610,37.7217287518716
611,69.848192666934
612,64.0503996243032
613,53.1935027791579
614,37.241246200429
615,49.4597094514554
616,62.9110813205021
617,51.8853692873001
618,39.6069617997328
619,72.0652092145367
620,64.5794829776573
621,45.2601430131299
622,52.89872447239
623,60.4004691879466
624,66.3286959699132
625,54.2101130522334
626,46.1902537384691
627,45.7842797396727
628,51.4375213252591
629,57.4341247157008
630,50.2491495575041
631,68.3362859420856
632,52.0999679636702
633,80.4770249369552
634,66.9207231050766
635,48.7534071707763
636,26.7184165719527
637,58.5172492733288
638,48.9203026046792
639,61.1685449104459
640,54.2021659585836
641,63.8666292748459
642,51.393443053834
643,48.7806640706325
644,43.4672247246507
645,47.5610968702266
646,46.067585723139
647,56.5504805085561
648,39.7848450804254
649,41.7508147531138
650,47.8439398754718
651,25.5211294027733
652,50.163440036149
653,43.4914850417936
654,54.5121849491475
655,27.9248854085405
656,51.7818710457937
657,58.4605182534073
658,58.9708841300133
659,54.4080720005756
660,57.8559720635718
661,80.1139773345114
662,72.9405411420409
663,38.3888993699455
664,43.9992334714765
665,46.1572293665395
666,29.8714092133858
667,51.9493718113031
668,57.9976427461327
669,57.0295553979799
670,51.3383422908718
671,55.2836736284362
672,52.3275065513754
673,54.9688037780205
674,51.4998590462411
675,58.5132784500803
676,52.6167987917512
677,47.0284482149836
678,64.0321634926615
679,45.0783748396304
680,67.1804996158546
681,48.0456280776139
682,64.5516555196465
683,50.3353044207409
684,51.5210932327915
685,61.1333923109677
686,46.6960606739237
687,52.627651674837
688,51.5902738459956
689,48.1649990355589
690,53.9253594186197
691,57.6830998611638
692,67.389208898753
693,55.1360419874902
694,49.2891907611648
695,58.4477108887338
696,62.0487017537591
697,52.4144484068223
698,53.5902709177753
699,54.1318811984373
700,40.2925503703109
701,61.5177855678463
702,42.5871590442665
703,44.9165327744603
704,62.0978396257979
705,49.0402716454777
706,48.6884068419862
707,40.6353971079318
708,57.0826747903695
709,53.5179974402153
710,52.4099670265922
711,50.3163579174393
712,71.7623449900422
713,35.8150067986364
714,52.7580258332386
715,51.9714214936125
716,33.0175205739886
717,40.4206909984317
718,46.0170888224778
719,48.3865228860663
720,42.35214990138
721,55.5937585069825
722,51.7723045428178
723,60.6511944554964
724,59.5908337588871
725,62.2257692110514
726,51.6184457043326
727,39.119842284098
728,48.4968270774827
729,61.0760517313256
730,34.7943752731755
731,20.0408465137864
732,37.7517843759242
733,67.718351537047
734,45.8468370042284
735,57.7989558934107
736,45.1223390892599
737,49.295979266113
738,42.348652204895
739,62.6952464093525
740,63.4115930328753
741,53.3860995900581
742,45.4706805783782
743,47.3646359974379
744,49.6152013743542
745,49.2970176970284
746,40.7007809232847
747,61.3147306384536
748,52.7844735958008
749,53.1471086944883
750,48.3533736391281
751,34.5803700415308
752,40.4885259830064
753,50.2547501706787
754,62.393941398345
755,49.7674872231988
756,67.1788265015314
757,41.2635066867127
758,59.8239340764492
759,52.9826337918894
760,38.4348029506636
761,53.6864073807474
762,57.7189467765647
763,53.3145095464494
764,49.8673765291453
765,55.4797574661132
766,39.7954477718623
767,66.1757003125498
768,50.1560807414652
769,58.4079919039802
770,43.3604329851441
771,46.5388001946684
772,54.8336505339046
773,62.1412150437148
774,51.7452426268368
775,42.4746296241417
776,58.6875489805293
777,33.6512537462816
778,61.4585172972457
779,54.4703569618362
780,55.6527913226075
781,70.5816829088831
782,63.7572743025995
783,63.5181939044788
784,61.8572461452246
785,48.1290095088061
786,73.983586327389
787,47.4624028921574
788,42.002266072904
789,72.7536667493515
790,67.6726664752053
791,65.5361840957538
792,55.1560322144203
793,58.6828903850698
794,30.0077325828381
795,50.2602199136275
